System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,
SLONG11,2025-07-30,0.00,-19944.73,104.88,104.88,0.00,0.00,558918.40,19944.73,556201.12,19944.73,0.00,
SLONG12,2025-07-30,-379.24,-6332.40,103.92,103.99,-379.24,-0.07,558918.40,6332.40,556201.12,6332.40,-0.07,
SLONG13,2025-07-30,-1247.56,-9366.80,100.90,101.13,-1247.56,-0.22,558918.40,9366.80,556201.12,9366.80,-0.23,
SLONG14,2025-07-30,-221.01,-4489.52,100.17,100.21,-221.01,-0.04,558918.40,4489.52,556201.12,4489.52,-0.14,
SLONG15,2025-07-30,0.00,-15777.93,102.52,102.52,0.00,0.00,558918.40,15777.93,556201.12,15777.93,0.00,
SLONG16,2025-07-30,-379.24,-18229.16,102.91,102.98,-379.24,-0.07,558918.40,18229.16,556201.12,18229.16,-0.07,
SLONG17,2025-07-30,-1247.56,-6019.67,99.92,100.14,-1247.56,-0.22,558918.40,6019.67,556201.12,6019.67,-0.38,
SLONG18,2025-07-30,-221.01,-3581.03,99.62,99.66,-221.01,-0.04,558918.40,3581.03,556201.12,3581.03,-0.69,
SLONG19,2025-07-30,0.00,-14093.50,101.59,101.59,0.00,0.00,558918.40,14093.50,556201.12,14093.50,0.00,
SLONG2,2025-07-30,-221.01,-1715.93,102.81,102.85,-221.01,-0.04,558918.40,1715.93,556201.12,1715.93,-0.04,
SLONG20,2025-07-30,-379.24,-16615.85,101.92,101.99,-379.24,-0.07,558918.40,16615.85,556201.12,16615.85,-0.07,
SLONG21,2025-07-30,-1179.38,-2917.19,98.92,99.13,-1179.38,-0.21,558918.40,2917.19,556201.12,2917.19,-1.24,
SLONG22,2025-07-30,-107.77,-1180.81,98.71,98.73,-107.77,-0.02,558918.40,1180.81,556201.12,1180.81,-1.46,
SLONG23,2025-07-30,0.00,1540.95,98.69,98.69,0.00,0.00,558918.40,-1540.95,556201.12,-1540.95,-1.56,
SLONG24,2025-07-30,0.00,1264.39,98.71,98.71,0.00,0.00,558918.40,-1264.39,556201.12,-1264.39,-1.43,
SLONG3,2025-07-30,0.00,-19944.73,103.45,103.45,0.00,0.00,558918.40,19944.73,556201.12,19944.73,0.00,
SLONG4,2025-07-30,-379.24,-6332.40,103.85,103.92,-379.24,-0.07,558918.40,6332.40,556201.12,6332.40,-0.07,
SLONG5,2025-07-30,-1247.56,-5216.49,101.53,101.76,-1247.56,-0.22,558918.40,5216.49,556201.12,5216.49,-0.23,
SLONG6,2025-07-30,-221.01,-1715.93,102.68,102.72,-221.01,-0.04,558918.40,1715.93,556201.12,1715.93,-0.04,
SLONG7,2025-07-30,0.00,-19944.73,103.31,103.31,0.00,0.00,558918.40,19944.73,556201.12,19944.73,0.00,
SLONG8,2025-07-30,-379.24,-6332.40,103.75,103.82,-379.24,-0.07,558918.40,6332.40,556201.12,6332.40,-0.07,
SLONG9,2025-07-30,-1247.56,-5216.49,102.52,102.75,-1247.56,-0.22,558918.40,5216.49,556201.12,5216.49,-0.22,
Liquidbees Stock Holdings,2025-07-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Liquidcase Stock Holdings,2025-07-30,17088341.40,0.00,100.57,100.54,4672.35,0.03,17083669.05,17083669.05,17083669.05,0.00,0.00,
Small Cap Stock Holdings,2025-07-30,31938000.00,0.00,104.32,105.77,-444000.00,-1.37,32382000.00,32382000.00,32334000.00,48000.00,-5.40,
Debt Stock Holdings,2025-07-30,17088341.40,0.00,100.57,100.54,4672.35,0.03,17083669.05,17083669.05,17083669.05,0.00,0.00,
Equity Stock Holdings,2025-07-30,31938000.00,0.00,104.32,105.77,-444000.00,-1.37,32382000.00,32382000.00,32334000.00,48000.00,-5.40,
Stock Holdings,2025-07-30,49026341.40,0.00,102.95,103.87,-439327.65,-0.89,49465669.05,49465669.05,49417669.05,48000.00,-3.47,
Miscellaneous P&L,2025-07-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Tax,2025-07-30,-2556.82,4014.11,100.00,100.00,-2556.82,0.00,0.00,-4014.11,0.00,0.00,0.00,
Equity Holdings Tax,2025-07-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Equity Intraday Tax,2025-07-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
F&O Tax,2025-07-30,-2556.82,4014.11,100.00,100.00,-2556.82,0.00,0.00,-4014.11,0.00,0.00,0.00,
MCX Tax,2025-07-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Other Debits and Credits,2025-07-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Equity Other Debits and Credits,2025-07-30,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NPSAR,2025-07-30,3346133.86,-4984.17,102.46,102.49,-7376.53,-0.03,26828083.15,3358494.54,26697654.09,21287.78,-0.03,
SPSAR,2025-07-30,3347910.89,-9625.97,102.13,102.16,-5599.50,-0.02,26828083.15,3363136.34,26697654.09,25929.58,-0.02,
NLONG,2025-07-30,-10913.09,-65697.90,99.54,99.62,-10913.09,-0.08,13414041.60,65697.90,13348826.88,65697.90,-1.01,
SLONG,2025-07-30,-10526.20,-189094.77,101.75,101.83,-10526.20,-0.08,13414041.60,189094.77,13348826.88,189094.77,-0.08,
BNLONG,2025-07-30,-21933.54,-6544.12,100.04,100.21,-21933.54,-0.16,13414041.48,6544.12,13348827.00,6544.12,-0.16,
FNLONG,2025-07-30,-13828.32,-13600.88,99.74,99.84,-13828.32,-0.10,13414041.48,13600.88,13348827.00,13600.88,-0.26,
PSAR,2025-07-30,6694044.76,-14610.13,102.30,102.32,-12976.03,-0.02,53656166.30,6721630.88,53395308.18,47217.36,-0.02,
LONG,2025-07-30,-57201.15,-274937.67,99.76,99.86,-57201.15,-0.11,53656166.16,274937.67,53395307.76,274937.67,-0.73,
Total Portfolio Value,2025-07-30,6634286.79,-285533.69,101.95,102.09,-72734.00,-0.14,53656166.00,6992554.44,53395308.00,318140.92,-0.14,
Zerodha Total Portfolio,2025-07-30,53040586.07,0.00,104.79,105.80,-512061.65,-0.96,53552647.72,53552647.72,53186506.80,366140.92,-2.11,
NPSAR1,2025-07-31,187103.86,-3290.40,103.03,102.79,3416.88,0.23,1469495.87,186977.38,1490449.07,671.25,0.00,
NPSAR10,2025-07-31,388586.61,-9095.59,103.01,103.79,-24709.10,-0.75,3306365.69,422391.30,3353510.38,3202.50,-0.75,
NPSAR11,2025-07-31,415849.97,-7678.41,103.75,103.67,2554.26,0.08,3306365.69,420974.12,3353510.38,1785.32,0.00,
NPSAR12,2025-07-31,388477.37,1777.01,101.25,102.02,-24818.34,-0.75,3306365.69,411518.70,3353510.38,-7670.10,-0.98,
NPSAR13,2025-07-31,388959.45,14564.03,101.01,101.76,-24336.26,-0.74,3306365.69,398731.68,3353510.38,-20457.12,-1.41,
NPSAR2,2025-07-31,188317.84,-3324.15,101.80,101.48,4630.86,0.32,1469495.87,187011.13,1490449.07,705.00,-0.28,
NPSAR3,2025-07-31,174939.38,-3324.15,99.78,100.38,-8747.60,-0.60,1469495.87,187011.13,1490449.07,705.00,-0.85,
NPSAR4,2025-07-31,180432.77,-3324.15,101.14,101.36,-3254.21,-0.22,1469495.87,187011.13,1490449.07,705.00,-0.35,
NPSAR5,2025-07-31,183488.14,-3290.40,101.68,101.69,-198.84,-0.01,1469495.87,186977.38,1490449.07,671.25,-0.01,
NPSAR6,2025-07-31,164040.00,-5848.44,101.16,102.53,-19646.98,-1.34,1469495.87,189535.42,1490449.07,3229.29,-1.34,
NPSAR7,2025-07-31,164625.21,-5848.44,100.97,102.30,-19061.77,-1.30,1469495.87,189535.42,1490449.07,3229.29,-1.30,
NPSAR8,2025-07-31,164625.21,-5848.44,101.52,102.85,-19061.77,-1.30,1469495.87,189535.42,1490449.07,3229.29,-1.29,
NPSAR9,2025-07-31,164625.21,-5236.65,102.26,103.60,-19061.77,-1.30,1469495.87,188923.63,1490449.07,2617.50,-1.29,
SPSAR1,2025-07-31,187389.98,-2330.15,102.26,102.00,3703.00,0.25,1469495.87,186017.13,1490449.07,-289.00,0.00,
SPSAR10,2025-07-31,389745.83,-7869.09,102.54,103.28,-23549.88,-0.71,3306365.69,421164.80,3353510.38,1976.00,-0.72,
SPSAR11,2025-07-31,390652.70,-7869.09,102.62,103.33,-22643.01,-0.68,3306365.69,421164.80,3353510.38,1976.00,-0.69,
SPSAR12,2025-07-31,415083.40,-7755.40,102.62,102.56,1787.69,0.05,3306365.69,421051.11,3353510.38,1862.31,0.00,
SPSAR13,2025-07-31,423360.27,2412.80,102.45,102.14,10064.56,0.30,3306365.69,410882.91,3353510.38,-8305.89,0.00,
SPSAR2,2025-07-31,187389.98,-2330.15,101.30,101.05,3703.00,0.25,1469495.87,186017.13,1490449.07,-289.00,-0.60,
SPSAR3,2025-07-31,171590.94,-2330.15,99.85,100.68,-12096.04,-0.82,1469495.87,186017.13,1490449.07,-289.00,-1.04,
SPSAR4,2025-07-31,176775.94,-2330.15,100.86,101.34,-6911.04,-0.47,1469495.87,186017.13,1490449.07,-289.00,-0.69,
SPSAR5,2025-07-31,180271.27,-2330.15,100.78,101.01,-3415.71,-0.23,1469495.87,186017.13,1490449.07,-289.00,-0.40,
SPSAR6,2025-07-31,180927.98,-1245.02,101.47,101.66,-2759.00,-0.19,1469495.87,184932.00,1490449.07,-1374.13,-0.34,
SPSAR7,2025-07-31,166805.14,-760.98,100.13,101.29,-16881.84,-1.15,1469495.87,184447.96,1490449.07,-1858.17,-1.34,
SPSAR8,2025-07-31,166805.14,-3403.84,100.62,101.79,-16881.84,-1.15,1469495.87,187090.82,1490449.07,784.69,-1.17,
SPSAR9,2025-07-31,166805.14,-3403.84,101.00,102.17,-16881.84,-1.15,1469495.87,187090.82,1490449.07,784.69,-1.17,
BNLONG1,2025-07-31,-8111.44,1806.25,99.10,99.83,-8111.44,-0.74,1102121.90,-1806.25,1117836.79,-1806.25,-1.07,
BNLONG10,2025-07-31,-11390.08,1789.08,99.01,100.04,-11390.08,-1.03,1102121.90,-1789.08,1117836.79,-1789.08,-1.19,
BNLONG11,2025-07-31,-10565.20,1833.65,98.74,99.70,-10565.20,-0.96,1102121.90,-1833.65,1117836.79,-1833.65,-1.26,
BNLONG12,2025-07-31,-9892.27,1883.35,98.83,99.73,-9892.27,-0.90,1102121.90,-1883.35,1117836.79,-1883.35,-1.17,
BNLONG2,2025-07-31,-11452.27,1682.79,98.62,99.66,-11452.27,-1.04,1102121.90,-1682.79,1117836.79,-1682.79,-1.51,
BNLONG3,2025-07-31,-8111.44,1941.67,99.16,99.90,-8111.44,-0.74,1102121.90,-1941.67,1117836.79,-1941.67,-1.01,
BNLONG4,2025-07-31,-13139.33,1883.35,99.10,100.30,-13139.33,-1.19,1102121.90,-1883.35,1117836.79,-1883.35,-1.46,
BNLONG5,2025-07-31,-8111.44,1806.25,99.97,100.71,-8111.44,-0.74,1102121.90,-1806.25,1117836.79,-1806.25,-0.89,
BNLONG6,2025-07-31,-13139.33,1682.79,98.91,100.10,-13139.33,-1.19,1102121.90,-1682.79,1117836.79,-1682.79,-1.43,
BNLONG7,2025-07-31,-13005.70,1833.65,98.99,100.17,-13005.70,-1.18,1102121.90,-1833.65,1117836.79,-1833.65,-1.34,
BNLONG8,2025-07-31,-13005.70,2101.06,98.87,100.05,-13005.70,-1.18,1102121.90,-2101.06,1117836.79,-2101.06,-1.37,
BNLONG9,2025-07-31,-10585.80,1689.65,99.33,100.29,-10585.80,-0.96,1102121.90,-1689.65,1117836.79,-1689.65,-1.11,
FNLONG1,2025-07-31,2524.97,772.99,99.67,99.44,2524.97,0.23,1102121.90,-772.99,1117836.79,-772.99,-0.33,
FNLONG10,2025-07-31,-11249.06,1037.76,98.64,99.66,-11249.06,-1.02,1102121.90,-1037.76,1117836.79,-1037.76,-1.36,
FNLONG11,2025-07-31,-11306.43,1082.33,98.32,99.34,-11306.43,-1.03,1102121.90,-1082.33,1117836.79,-1082.33,-1.68,
FNLONG12,2025-07-31,-10139.41,1413.41,98.40,99.31,-10139.41,-0.92,1102121.90,-1413.41,1117836.79,-1413.41,-1.60,
FNLONG2,2025-07-31,-9477.54,1323.73,98.44,99.29,-9477.54,-0.86,1102121.90,-1323.73,1117836.79,-1323.73,-1.56,
FNLONG3,2025-07-31,2524.97,1164.56,99.67,99.44,2524.97,0.23,1102121.90,-1164.56,1117836.79,-1164.56,-0.33,
FNLONG4,2025-07-31,-9477.54,1556.13,98.49,99.34,-9477.54,-0.86,1102121.90,-1556.13,1117836.79,-1556.13,-1.51,
FNLONG5,2025-07-31,454.33,772.99,100.26,100.22,454.33,0.04,1102121.90,-772.99,1117836.79,-772.99,-0.03,
FNLONG6,2025-07-31,-9477.54,1323.73,99.08,99.94,-9477.54,-0.86,1102121.90,-1323.73,1117836.79,-1323.73,-0.98,
FNLONG7,2025-07-31,-11069.42,1082.33,99.52,100.53,-11069.42,-1.00,1102121.90,-1082.33,1117836.79,-1082.33,-1.10,
FNLONG8,2025-07-31,-10183.43,1413.41,99.43,100.36,-10183.43,-0.92,1102121.90,-1413.41,1117836.79,-1413.41,-1.05,
FNLONG9,2025-07-31,-12408.43,884.95,98.88,100.01,-12408.43,-1.13,1102121.90,-884.95,1117836.79,-884.95,-1.21,
NLONG1,2025-07-31,-605.80,961.36,101.33,101.44,-605.80,-0.11,551060.95,-961.36,558918.40,-961.36,-0.28,
NLONG10,2025-07-31,-2764.78,-327.95,101.84,102.35,-2764.78,-0.50,551060.95,327.95,558918.40,327.95,-0.50,
NLONG11,2025-07-31,-5868.50,1156.05,97.42,98.47,-5868.50,-1.06,551060.95,-1156.05,558918.40,-1156.05,-3.63,
NLONG12,2025-07-31,-3596.02,46.73,99.75,100.41,-3596.02,-0.65,551060.95,-46.73,558918.40,-46.73,-1.50,
NLONG13,2025-07-31,-4181.38,961.36,98.79,99.55,-4181.38,-0.76,551060.95,-961.36,558918.40,-961.36,-1.68,
NLONG14,2025-07-31,-3932.58,-327.95,98.22,98.93,-3932.58,-0.71,551060.95,327.95,558918.40,327.95,-2.25,
NLONG15,2025-07-31,-5523.71,1156.05,98.56,99.56,-5523.71,-1.00,551060.95,-1156.05,558918.40,-1156.05,-1.94,
NLONG16,2025-07-31,-2582.05,46.73,98.34,98.80,-2582.05,-0.47,551060.95,-46.73,558918.40,-46.73,-2.30,
NLONG17,2025-07-31,-5100.30,961.36,98.46,99.38,-5100.30,-0.93,551060.95,-961.36,558918.40,-961.36,-2.01,
NLONG18,2025-07-31,-5100.30,-327.95,98.02,98.94,-5100.30,-0.93,551060.95,327.95,558918.40,327.95,-2.45,
NLONG19,2025-07-31,-5476.82,1156.05,98.32,99.31,-5476.82,-0.99,551060.95,-1156.05,558918.40,-1156.05,-2.59,
NLONG2,2025-07-31,-2764.78,-327.95,100.94,101.45,-2764.78,-0.50,551060.95,327.95,558918.40,327.95,-0.50,
NLONG20,2025-07-31,-2892.33,46.73,97.93,98.45,-2892.33,-0.52,551060.95,-46.73,558918.40,-46.73,-2.78,
NLONG21,2025-07-31,-5268.77,883.01,97.36,98.30,-5268.77,-0.96,551060.95,-883.01,558918.40,-883.01,-2.87,
NLONG22,2025-07-31,-5268.77,-288.76,97.01,97.95,-5268.77,-0.96,551060.95,288.76,558918.40,288.76,-3.24,
NLONG23,2025-07-31,-5845.29,1044.63,97.60,98.65,-5845.29,-1.06,551060.95,-1044.63,558918.40,-1044.63,-2.75,
NLONG24,2025-07-31,-2634.67,93.26,96.47,96.93,-2634.67,-0.48,551060.95,-93.26,558918.40,-93.26,-3.53,
NLONG3,2025-07-31,-1278.52,1156.05,98.59,98.82,-1278.52,-0.23,551060.95,-1156.05,558918.40,-1156.05,-1.82,
NLONG4,2025-07-31,-3596.02,46.73,97.19,97.83,-3596.02,-0.65,551060.95,-46.73,558918.40,-46.73,-2.81,
NLONG5,2025-07-31,-605.80,961.36,101.18,101.29,-605.80,-0.11,551060.95,-961.36,558918.40,-961.36,-0.28,
NLONG6,2025-07-31,-2764.78,-327.95,100.75,101.26,-2764.78,-0.50,551060.95,327.95,558918.40,327.95,-0.50,
NLONG7,2025-07-31,-1278.52,1156.05,99.07,99.30,-1278.52,-0.23,551060.95,-1156.05,558918.40,-1156.05,-2.00,
NLONG8,2025-07-31,-3596.02,46.73,99.70,100.35,-3596.02,-0.65,551060.95,-46.73,558918.40,-46.73,-1.55,
NLONG9,2025-07-31,-1152.56,961.36,101.26,101.47,-1152.56,-0.21,551060.95,-961.36,558918.40,-961.36,-0.37,
SLONG1,2025-07-31,-2095.22,1247.56,101.44,101.83,-2095.22,-0.38,551060.95,-1247.56,558918.40,-1247.56,-0.61,
SLONG10,2025-07-31,-2868.46,221.01,102.40,102.94,-2868.46,-0.52,551060.95,-221.01,558918.40,-221.01,-0.56,
SLONG11,2025-07-31,-1606.15,0.00,104.57,104.88,-1606.15,-0.29,551060.95,0.00,558918.40,0.00,-0.30,
SLONG12,2025-07-31,-2868.46,379.24,103.38,103.92,-2868.46,-0.52,551060.95,-379.24,558918.40,-379.24,-0.59,
SLONG13,2025-07-31,-3758.89,1247.56,100.21,100.90,-3758.89,-0.68,551060.95,-1247.56,558918.40,-1247.56,-0.91,
SLONG14,2025-07-31,-3758.89,221.01,99.49,100.17,-3758.89,-0.68,551060.95,-221.01,558918.40,-221.01,-0.82,
SLONG15,2025-07-31,-3758.89,0.00,101.82,102.52,-3758.89,-0.68,551060.95,0.00,558918.40,0.00,-0.68,
SLONG16,2025-07-31,-3758.89,379.24,102.21,102.91,-3758.89,-0.68,551060.95,-379.24,558918.40,-379.24,-0.75,
SLONG17,2025-07-31,-4748.29,1247.56,99.06,99.92,-4748.29,-0.86,551060.95,-1247.56,558918.40,-1247.56,-1.24,
SLONG18,2025-07-31,-4912.26,221.01,98.73,99.62,-4912.26,-0.89,551060.95,-221.01,558918.40,-221.01,-1.58,
SLONG19,2025-07-31,-5338.01,0.00,100.61,101.59,-5338.01,-0.97,551060.95,0.00,558918.40,0.00,-0.96,
SLONG2,2025-07-31,-2868.46,221.01,102.27,102.81,-2868.46,-0.52,551060.95,-221.01,558918.40,-221.01,-0.56,
SLONG20,2025-07-31,-4840.19,379.24,101.02,101.92,-4840.19,-0.88,551060.95,-379.24,558918.40,-379.24,-0.95,
SLONG21,2025-07-31,-4785.05,1179.38,98.06,98.92,-4785.05,-0.87,551060.95,-1179.38,558918.40,-1179.38,-2.10,
SLONG22,2025-07-31,-4949.02,107.77,97.82,98.71,-4949.02,-0.90,551060.95,-107.77,558918.40,-107.77,-2.35,
SLONG23,2025-07-31,-3801.77,0.00,98.01,98.69,-3801.77,-0.69,551060.95,0.00,558918.40,0.00,-2.23,
SLONG24,2025-07-31,-3801.77,0.00,98.03,98.71,-3801.77,-0.69,551060.95,0.00,558918.40,0.00,-2.11,
SLONG3,2025-07-31,-2095.22,0.00,103.06,103.45,-2095.22,-0.38,551060.95,0.00,558918.40,0.00,-0.38,
SLONG4,2025-07-31,-2868.46,379.24,103.31,103.85,-2868.46,-0.52,551060.95,-379.24,558918.40,-379.24,-0.59,
SLONG5,2025-07-31,-2095.22,1247.56,101.14,101.53,-2095.22,-0.38,551060.95,-1247.56,558918.40,-1247.56,-0.61,
SLONG6,2025-07-31,-2868.46,221.01,102.15,102.68,-2868.46,-0.52,551060.95,-221.01,558918.40,-221.01,-0.55,
SLONG7,2025-07-31,-2095.22,0.00,102.92,103.31,-2095.22,-0.38,551060.95,0.00,558918.40,0.00,-0.38,
SLONG8,2025-07-31,-2868.46,379.24,103.21,103.75,-2868.46,-0.52,551060.95,-379.24,558918.40,-379.24,-0.59,
SLONG9,2025-07-31,-2095.22,1247.56,102.13,102.52,-2095.22,-0.38,551060.95,-1247.56,558918.40,-1247.56,-0.60,
Liquidbees Stock Holdings,2025-07-31,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Liquidcase Stock Holdings,2025-07-31,17088341.40,0.00,100.57,100.57,0.00,0.00,17088341.40,17088341.40,17083669.05,4672.35,0.00,
Small Cap Stock Holdings,2025-07-31,31866000.00,0.00,104.08,104.32,-72000.00,-0.23,31938000.00,31938000.00,32382000.00,-444000.00,-5.61,
Debt Stock Holdings,2025-07-31,17088341.40,0.00,100.57,100.57,0.00,0.00,17088341.40,17088341.40,17083669.05,4672.35,0.00,
Equity Stock Holdings,2025-07-31,31866000.00,0.00,104.08,104.32,-72000.00,-0.23,31938000.00,31938000.00,32382000.00,-444000.00,-5.61,
Stock Holdings,2025-07-31,48954341.40,0.00,102.80,102.95,-72000.00,-0.15,49026341.40,49026341.40,49465669.05,-439327.65,-3.61,
Miscellaneous P&L,2025-07-31,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Tax,2025-07-31,-4281.49,2556.82,100.00,100.00,-4281.49,0.00,0.00,-2556.82,0.00,0.00,0.00,
Equity Holdings Tax,2025-07-31,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Equity Intraday Tax,2025-07-31,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
F&O Tax,2025-07-31,-4281.49,2556.82,100.00,100.00,-4281.49,0.00,0.00,-2556.82,0.00,0.00,0.00,
MCX Tax,2025-07-31,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Total Other Debits and Credits,2025-07-31,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Equity Other Debits and Credits,2025-07-31,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
NPSAR,2025-07-31,3154071.06,-39768.14,101.87,102.46,-152294.64,-0.58,26450925.59,3346133.86,26828083.15,-7376.53,-0.60,
SPSAR,2025-07-31,3203603.75,-41545.17,101.74,102.13,-102761.95,-0.39,26450925.59,3347910.89,26828083.15,-5599.50,-0.41,
NLONG,2025-07-31,-83679.07,10913.09,98.91,99.54,-83679.07,-0.63,13225462.80,-10913.09,13414041.60,-10913.09,-1.64,
SLONG,2025-07-31,-81504.93,10526.20,101.12,101.75,-81504.93,-0.62,13225462.80,-10526.20,13414041.60,-10526.20,-0.69,
BNLONG,2025-07-31,-130510.00,21933.54,99.05,100.04,-130510.00,-0.99,13225462.80,-21933.54,13414041.48,-21933.54,-1.15,
FNLONG,2025-07-31,-89284.53,13828.32,99.07,99.74,-89284.53,-0.68,13225462.80,-13828.32,13414041.48,-13828.32,-0.93,
PSAR,2025-07-31,6357674.81,-81313.31,101.80,102.30,-255056.59,-0.48,52901851.18,6694044.76,53656166.30,-12976.03,-0.51,
LONG,2025-07-31,-384978.53,57201.15,99.03,99.76,-384978.53,-0.73,52901851.20,-57201.15,53656166.16,-57201.15,-1.45,
Total Portfolio Value,2025-07-31,5968414.79,-21555.34,100.71,101.95,-644316.61,-1.22,52901851.00,6634286.79,53656166.00,-72734.00,-1.35,
Zerodha Total Portfolio,2025-07-31,52324269.46,0.00,103.37,104.79,-716316.61,-1.35,53040586.07,53040586.07,53552647.72,-512061.65,-3.43,
NPSAR1,2025-08-01,187847.80,-5331.06,103.46,103.03,6075.00,0.42,1454182.40,187103.86,1469495.87,3416.88,0.00,
NPSAR10,2025-08-01,409975.01,20402.19,103.04,103.01,986.21,0.03,3271910.38,388586.61,3306365.69,-24709.10,-0.72,
NPSAR11,2025-08-01,424716.30,-6861.17,104.25,103.75,15727.50,0.48,3271910.38,415849.97,3306365.69,2554.26,0.00,
NPSAR12,2025-08-01,422991.30,20511.43,101.68,101.25,14002.50,0.43,3271910.38,388477.37,3306365.69,-24818.34,-0.56,
NPSAR13,2025-08-01,422991.30,20029.35,101.44,101.01,14002.50,0.43,3271910.38,388959.45,3306365.69,-24336.26,-0.99,
NPSAR2,2025-08-01,187847.80,-6545.04,102.23,101.80,6075.00,0.42,1454182.40,188317.84,1469495.87,4630.86,0.00,
NPSAR3,2025-08-01,176092.02,6833.42,99.39,99.78,-5680.78,-0.39,1454182.40,174939.38,1469495.87,-8747.60,-1.24,
NPSAR4,2025-08-01,176680.80,1340.03,100.79,101.14,-5092.00,-0.35,1454182.40,180432.77,1469495.87,-3254.21,-0.70,
NPSAR5,2025-08-01,176680.80,-1715.34,101.32,101.68,-5092.00,-0.35,1454182.40,183488.14,1469495.87,-198.84,-0.36,
NPSAR6,2025-08-01,182987.88,17732.80,101.24,101.16,1215.08,0.08,1454182.40,164040.00,1469495.87,-19646.98,-1.26,
NPSAR7,2025-08-01,180176.71,17147.59,100.86,100.97,-1596.09,-0.11,1454182.40,164625.21,1469495.87,-19061.77,-1.41,
NPSAR8,2025-08-01,180176.71,17147.59,101.41,101.52,-1596.09,-0.11,1454182.40,164625.21,1469495.87,-19061.77,-1.40,
NPSAR9,2025-08-01,180176.71,17147.59,102.15,102.26,-1596.09,-0.11,1454182.40,164625.21,1469495.87,-19061.77,-1.40,
SPSAR1,2025-08-01,187261.80,-5617.18,102.65,102.26,5489.00,0.38,1454182.40,187389.98,1469495.87,3703.00,0.00,
SPSAR10,2025-08-01,412664.29,19242.97,102.66,102.54,3675.49,0.11,3271910.38,389745.83,3306365.69,-23549.88,-0.60,
SPSAR11,2025-08-01,419966.80,18336.10,102.96,102.62,10978.00,0.34,3271910.38,390652.70,3306365.69,-22643.01,-0.36,
SPSAR12,2025-08-01,419966.80,-6094.60,102.96,102.62,10978.00,0.34,3271910.38,415083.40,3306365.69,1787.69,0.00,
SPSAR13,2025-08-01,418570.80,-14371.47,102.75,102.45,9582.00,0.29,3271910.38,423360.27,3306365.69,10064.56,0.00,
SPSAR2,2025-08-01,187261.80,-5617.18,101.68,101.30,5489.00,0.38,1454182.40,187389.98,1469495.87,3703.00,-0.23,
SPSAR3,2025-08-01,176741.83,10181.86,99.50,99.85,-5030.97,-0.35,1454182.40,171590.94,1469495.87,-12096.04,-1.39,
SPSAR4,2025-08-01,177777.88,4996.86,100.58,100.86,-3994.92,-0.27,1454182.40,176775.94,1469495.87,-6911.04,-0.96,
SPSAR5,2025-08-01,178229.22,1501.53,100.53,100.78,-3543.58,-0.24,1454182.40,180271.27,1469495.87,-3415.71,-0.64,
SPSAR6,2025-08-01,180994.88,844.82,101.42,101.47,-777.92,-0.05,1454182.40,180927.98,1469495.87,-2759.00,-0.39,
SPSAR7,2025-08-01,180396.54,14967.66,100.04,100.13,-1376.26,-0.09,1454182.40,166805.14,1469495.87,-16881.84,-1.43,
SPSAR8,2025-08-01,181968.19,14967.66,100.63,100.62,195.39,0.01,1454182.40,166805.14,1469495.87,-16881.84,-1.16,
SPSAR9,2025-08-01,181968.19,14967.66,101.01,101.00,195.39,0.01,1454182.40,166805.14,1469495.87,-16881.84,-1.16,
BNLONG1,2025-08-01,0.00,8111.44,99.10,99.10,0.00,0.00,0.00,-8111.44,1102121.90,-8111.44,-1.07,
BNLONG10,2025-08-01,0.00,11390.08,99.01,99.01,0.00,0.00,0.00,-11390.08,1102121.90,-11390.08,-1.19,
BNLONG11,2025-08-01,0.00,10565.20,98.74,98.74,0.00,0.00,0.00,-10565.20,1102121.90,-10565.20,-1.26,
BNLONG12,2025-08-01,0.00,9892.27,98.83,98.83,0.00,0.00,0.00,-9892.27,1102121.90,-9892.27,-1.17,
BNLONG2,2025-08-01,0.00,11452.27,98.62,98.62,0.00,0.00,0.00,-11452.27,1102121.90,-11452.27,-1.51,
