System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %
NLONG7,2026-01-19,-16455.15,28540.73,98.80,99.24,-16455.15,-0.44,3736099.83,-28540.73,3756948.19,-28540.73,-1.20
NLONG8,2026-01-19,0.00,0.00,100.00,100.00,0.00,0.00,3736099.83,0.00,3756948.19,0.00,0.00
NLONG9,2026-01-19,-18267.77,29905.66,98.71,99.20,-18267.77,-0.49,3736099.83,-29905.66,3756948.19,-29905.66,-1.29
SLONG1,2026-01-19,-17096.59,22940.12,98.94,99.39,-17096.59,-0.46,3736099.83,-22940.12,3756948.19,-22940.12,-1.06
SLONG10,2026-01-19,0.00,0.00,100.00,100.00,0.00,0.00,3736099.83,0.00,3756948.19,0.00,0.00
SLONG11,2026-01-19,-18910.02,17583.16,99.03,99.53,-18910.02,-0.51,3736099.83,-17583.16,3756948.19,-17583.16,-0.97
SLONG12,2026-01-19,0.00,0.00,100.00,100.00,0.00,0.00,3736099.83,0.00,3756948.19,0.00,0.00
SLONG13,2026-01-19,18511.11,-3039.83,100.58,100.08,18511.11,0.50,3736099.83,3039.83,3756948.19,3039.83,0.00
SLONG14,2026-01-19,16721.36,-3039.83,100.53,100.08,16721.36,0.45,3736099.83,3039.83,3756948.19,3039.83,0.00
SLONG15,2026-01-19,29563.17,-3039.83,100.87,100.08,29563.17,0.79,3736099.83,3039.83,3756948.19,3039.83,0.00
SLONG16,2026-01-19,17528.54,-3039.83,100.55,100.08,17528.54,0.47,3736099.83,3039.83,3756948.19,3039.83,0.00
SLONG17,2026-01-19,18511.11,-3039.83,100.58,100.08,18511.11,0.50,3736099.83,3039.83,3756948.19,3039.83,0.00
SLONG18,2026-01-19,16721.36,-3039.83,100.53,100.08,16721.36,0.45,3736099.83,3039.83,3756948.19,3039.83,0.00
SLONG19,2026-01-19,30602.12,-902.33,100.84,100.02,30602.12,0.82,3736099.83,902.33,3756948.19,902.33,0.00
SLONG2,2026-01-19,0.00,22832.92,99.39,99.39,0.00,0.00,3736099.83,-22832.92,3756948.19,-22832.92,-0.61
SLONG20,2026-01-19,18968.60,-902.33,100.53,100.02,18968.60,0.51,3736099.83,902.33,3756948.19,902.33,0.00
SLONG21,2026-01-19,19674.23,180.34,100.53,100.00,19674.23,0.53,3736099.83,-180.34,3756948.19,-180.34,0.00
SLONG22,2026-01-19,17366.35,180.34,100.46,100.00,17366.35,0.46,3736099.83,-180.34,3756948.19,-180.34,0.00
SLONG23,2026-01-19,31654.35,-1743.82,100.90,100.05,31654.35,0.85,3736099.83,1743.82,3756948.19,1743.82,0.00
SLONG24,2026-01-19,16690.61,-1743.82,100.50,100.05,16690.61,0.45,3736099.83,1743.82,3756948.19,1743.82,0.00
SLONG3,2026-01-19,-18910.02,22940.12,98.89,99.39,-18910.02,-0.51,3736099.83,-22940.12,3756948.19,-22940.12,-1.11
SLONG4,2026-01-19,0.00,22832.92,99.39,99.39,0.00,0.00,3736099.83,-22832.92,3756948.19,-22832.92,-0.61
SLONG5,2026-01-19,-15452.06,23555.11,98.96,99.37,-15452.06,-0.41,3736099.83,-23555.11,3756948.19,-23555.11,-1.04
SLONG6,2026-01-19,0.00,24431.07,99.35,99.35,0.00,0.00,3736099.83,-24431.07,3756948.19,-24431.07,-0.65
SLONG7,2026-01-19,-18910.02,19631.96,98.98,99.48,-18910.02,-0.51,3736099.83,-19631.96,3756948.19,-19631.96,-1.02
SLONG8,2026-01-19,0.00,0.00,100.00,100.00,0.00,0.00,3736099.83,0.00,3756948.19,0.00,0.00
SLONG9,2026-01-19,-17096.59,17583.16,99.07,99.53,-17096.59,-0.46,3736099.83,-17583.16,3756948.19,-17583.16,-0.93
Liquidcase Stock Holdings,2026-01-19,36083804.92,0.00,100.16,100.14,6422.32,0.02,36077382.60,36077382.60,36026449.30,50933.30,0.00
QYE++ Liquidcase Stock Holdings,2026-01-19,36083804.92,0.00,100.16,100.14,6422.32,0.02,36077382.60,36077382.60,36026449.30,50933.30,0.00
QYE++ Debt Stock Holdings,2026-01-19,36083804.92,0.00,100.16,100.14,6422.32,0.02,36077382.60,36077382.60,36026449.30,50933.30,0.00
Debt Stock Holdings,2026-01-19,36083804.92,0.00,100.16,100.14,6422.32,0.02,36077382.60,36077382.60,36026449.30,50933.30,0.00
QYE++ Stock Holdings,2026-01-19,36083804.92,0.00,100.16,100.14,6422.32,0.02,36077382.60,36077382.60,36026449.30,50933.30,0.00
Stock Holdings,2026-01-19,36083804.92,0.00,100.16,100.14,6422.32,0.02,36077382.60,36077382.60,36026449.30,50933.30,0.00
Small Cap Mutual Funds,2026-01-19,123931094.83,0.00,98.18,99.56,-1750145.30,-1.39,125681240.13,125681240.13,126233513.47,-552273.34,-1.82
QYE++ Small Cap Mutual Funds,2026-01-19,123931094.83,0.00,98.18,99.56,-1750145.30,-1.39,125681240.13,125681240.13,126233513.47,-552273.34,-1.82
