System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,,,,,,,,,,,,
QAW SPSAR1,2025-12-24,77045.48,-477.67,102.36,102.16,582.55,0.19,305851.70,76940.59,305161.36,650.25,-0.91,,,,,,,,,,,,
QYE SPSAR1,2025-12-24,941401.77,-8137.33,100.50,100.31,7118.10,0.19,3737134.69,942421.00,3737825.03,7964.75,-0.91,,,,,,,,,,,,
QAW SPSAR10,2025-12-24,171700.51,-359.76,100.57,100.62,-341.07,-0.05,688166.33,172401.34,686613.07,748.07,-0.50,,,,,,,,,,,,
QYE SPSAR10,2025-12-24,2097970.75,-9551.24,99.97,100.02,-4167.51,-0.05,8408553.04,2111689.50,8410106.31,9162.93,-0.50,,,,,,,,,,,,
QAW SPSAR11,2025-12-24,172595.50,2177.08,101.70,101.62,553.92,0.08,688166.33,169864.51,686613.07,-1788.76,-0.28,,,,,,,,,,,,
QYE SPSAR11,2025-12-24,2108906.47,21521.62,100.03,99.95,6768.21,0.08,8408553.04,2080616.64,8410106.31,-21909.94,-0.28,,,,,,,,,,,,
QAW SPSAR12,2025-12-24,172769.64,1693.61,101.28,101.18,728.05,0.11,688166.33,170347.97,686613.07,-1305.30,-1.56,,,,,,,,,,,,
QYE SPSAR12,2025-12-24,2111034.20,15599.87,99.17,99.07,8895.94,0.11,8408553.04,2086538.39,8410106.31,-15988.19,-1.56,,,,,,,,,,,,
QAW SPSAR13,2025-12-24,173566.04,1048.59,99.31,99.09,1524.46,0.22,688166.33,170992.99,686613.07,-660.28,-1.59,,,,,,,,,,,,
QYE SPSAR13,2025-12-24,2120765.28,7699.22,98.53,98.32,18627.02,0.22,8408553.04,2094439.04,8410106.31,-8087.53,-1.59,,,,,,,,,,,,
QAW SPSAR2,2025-12-24,77011.47,-477.67,95.03,94.86,548.55,0.18,305851.70,76940.59,305161.36,650.25,-4.97,,,,,,,,,,,,
QYE SPSAR2,2025-12-24,940986.24,-8137.33,98.18,98.01,6702.56,0.18,3737134.69,942421.00,3737825.03,7964.75,-2.18,,,,,,,,,,,,
QAW SPSAR3,2025-12-24,76718.08,-296.52,97.77,97.69,255.16,0.08,305851.70,76759.44,305161.36,469.10,-2.23,,,,,,,,,,,,
QYE SPSAR3,2025-12-24,937401.37,-5918.48,99.72,99.64,3117.69,0.08,3737134.69,940202.15,3737825.03,5745.90,-0.59,,,,,,,,,,,,
QAW SPSAR4,2025-12-24,76665.75,-296.52,99.83,99.76,202.83,0.07,305851.70,76759.44,305161.36,469.10,-0.72,,,,,,,,,,,,
QYE SPSAR4,2025-12-24,936761.99,-5918.48,100.15,100.08,2478.32,0.07,3737134.69,940202.15,3737825.03,5745.90,-0.18,,,,,,,,,,,,
QAW SPSAR5,2025-12-24,76666.89,-296.52,100.62,100.55,203.96,0.07,305851.70,76759.44,305161.36,469.10,-0.50,,,,,,,,,,,,
QYE SPSAR5,2025-12-24,936775.81,-5918.48,100.30,100.23,2492.14,0.07,3737134.69,940202.15,3737825.03,5745.90,-0.06,,,,,,,,,,,,
QAW SPSAR6,2025-12-24,76529.59,-167.45,102.31,102.29,66.67,0.02,305851.70,76630.37,305161.36,340.03,0.00,,,,,,,,,,,,
QYE SPSAR6,2025-12-24,935098.26,-4337.55,100.32,100.30,814.59,0.02,3737134.69,938621.22,3737825.03,4164.97,0.00,,,,,,,,,,,,
QAW SPSAR7,2025-12-24,76567.08,-167.45,104.14,104.11,104.15,0.03,305851.70,76630.37,305161.36,340.03,0.00,,,,,,,,,,,,
QYE SPSAR7,2025-12-24,935556.31,-4337.55,101.33,101.30,1272.64,0.03,3737134.69,938621.22,3737825.03,4164.97,0.00,,,,,,,,,,,,
QAW SPSAR8,2025-12-24,76505.60,-167.45,104.87,104.85,42.68,0.01,305851.70,76630.37,305161.36,340.03,0.00,,,,,,,,,,,,
QYE SPSAR8,2025-12-24,934805.13,-4337.55,101.49,101.47,521.46,0.01,3737134.69,938621.22,3737825.03,4164.97,0.00,,,,,,,,,,,,
QAW SPSAR9,2025-12-24,76478.61,-167.45,105.14,105.13,15.69,0.01,305851.70,76630.37,305161.36,340.03,0.00,,,,,,,,,,,,
QYE SPSAR9,2025-12-24,934475.36,-4337.55,101.55,101.55,191.69,0.01,3737134.69,938621.22,3737825.03,4164.97,0.00,,,,,,,,,,,,
NPSAR1,2025-12-24,1013851.61,-2004.38,102.66,102.58,3105.00,0.08,4042986.42,1012750.98,4042986.42,2004.37,-0.04,,,,,,,,,,,,
NPSAR10,2025-12-24,2300682.22,1582.33,100.20,99.91,26502.37,0.29,9096719.38,2272597.52,9096719.38,-1582.33,-0.11,,,,,,,,,,,,
NPSAR11,2025-12-24,2282363.54,-9246.59,101.41,101.32,8183.69,0.09,9096719.38,2283426.44,9096719.38,9246.59,-0.39,,,,,,,,,,,,
NPSAR12,2025-12-24,2286007.17,22403.50,102.45,102.32,11827.32,0.13,9096719.38,2251776.35,9096719.38,-22403.50,-0.12,,,,,,,,,,,,
NPSAR13,2025-12-24,2284565.77,-3927.29,99.31,99.20,10385.92,0.11,9096719.38,2278107.14,9096719.38,3927.30,-2.14,,,,,,,,,,,,
NPSAR2,2025-12-24,1012861.61,-2748.11,97.64,97.59,2115.00,0.05,4042986.42,1013494.72,4042986.42,2748.12,-2.43,,,,,,,,,,,,
NPSAR3,2025-12-24,1012861.61,-1249.47,97.75,97.70,2115.00,0.05,4042986.42,1011996.08,4042986.42,1249.48,-2.63,,,,,,,,,,,,
NPSAR4,2025-12-24,1012861.61,-1368.11,99.88,99.83,2115.00,0.05,4042986.42,1012114.72,4042986.42,1368.11,-0.68,,,,,,,,,,,,
NPSAR5,2025-12-24,1012861.61,-1547.02,100.51,100.46,2115.00,0.05,4042986.42,1012293.62,4042986.42,1547.02,-0.58,,,,,,,,,,,,
NPSAR6,2025-12-24,1012861.61,-1428.11,101.38,101.33,2115.00,0.05,4042986.42,1012174.72,4042986.42,1428.11,-0.08,,,,,,,,,,,,
NPSAR7,2025-12-24,1012861.61,-1034.97,102.35,102.30,2115.00,0.05,4042986.42,1011781.58,4042986.42,1034.98,0.00,,,,,,,,,,,,
NPSAR8,2025-12-24,1012861.61,-559.90,103.17,103.12,2115.00,0.05,4042986.42,1011306.50,4042986.42,559.89,0.00,,,,,,,,,,,,
NPSAR9,2025-12-24,1012861.61,-158.83,103.27,103.22,2115.00,0.05,4042986.42,1010905.44,4042986.42,158.83,0.00,,,,,,,,,,,,
SPSAR1,2025-12-24,1018447.26,-8615.00,102.35,102.16,7700.65,0.19,4042986.42,1019361.60,4042986.42,8615.00,-0.92,,,,,,,,,,,,
SPSAR10,2025-12-24,2269671.27,-9911.00,100.58,100.63,-4508.58,-0.05,9096719.38,2284090.85,9096719.38,9911.00,-0.49,,,,,,,,,,,,
SPSAR11,2025-12-24,2281501.98,23698.71,101.69,101.61,7322.13,0.08,9096719.38,2250481.14,9096719.38,-23698.70,-0.29,,,,,,,,,,,,
SPSAR12,2025-12-24,2283803.84,17293.49,101.28,101.17,9623.99,0.11,9096719.38,2256886.36,9096719.38,-17293.49,-1.56,,,,,,,,,,,,
SPSAR13,2025-12-24,2294331.33,8747.81,99.31,99.09,20151.48,0.22,9096719.38,2265432.04,9096719.38,-8747.81,-1.60,,,,,,,,,,,,
SPSAR2,2025-12-24,1017997.72,-8615.00,95.04,94.87,7251.11,0.18,4042986.42,1019361.60,4042986.42,8615.00,-4.96,,,,,,,,,,,,
SPSAR3,2025-12-24,1014119.46,-6215.00,97.78,97.70,3372.85,0.08,4042986.42,1016961.60,4042986.42,6215.00,-2.22,,,,,,,,,,,,
SPSAR4,2025-12-24,1013427.76,-6215.00,99.82,99.75,2681.15,0.07,4042986.42,1016961.60,4042986.42,6215.00,-0.73,,,,,,,,,,,,
SPSAR5,2025-12-24,1013442.71,-6215.00,100.63,100.56,2696.10,0.07,4042986.42,1016961.60,4042986.42,6215.00,-0.49,,,,,,,,,,,,
SPSAR6,2025-12-24,1011627.87,-4505.00,102.31,102.29,881.26,0.02,4042986.42,1015251.60,4042986.42,4505.00,0.00,,,,,,,,,,,,
SPSAR7,2025-12-24,1012123.40,-4505.00,104.15,104.11,1376.79,0.03,4042986.42,1015251.60,4042986.42,4505.00,0.00,,,,,,,,,,,,
SPSAR8,2025-12-24,1011310.75,-4505.00,104.87,104.86,564.14,0.01,4042986.42,1015251.60,4042986.42,4505.00,0.00,,,,,,,,,,,,
SPSAR9,2025-12-24,1010953.99,-4505.00,105.15,105.14,207.38,0.01,4042986.42,1015251.60,4042986.42,4505.00,0.00,,,,,,,,,,,,
DMA1,2025-12-24,0.00,0.00,98.80,98.80,0.00,0.00,4088067.00,0.00,4088067.00,0.00,-1.21,,,,,,,,,,,,
QAW NLONG1,2025-12-24,0.00,0.00,105.28,105.28,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.06,,,,,,,,,,,,
QYE NLONG1,2025-12-24,0.00,0.00,100.16,100.16,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.06,,,,,,,,,,,,
QAW NLONG10,2025-12-24,0.00,0.00,104.81,104.81,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE NLONG10,2025-12-24,0.00,0.00,100.48,100.48,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW NLONG11,2025-12-24,0.00,0.00,105.53,105.53,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.16,,,,,,,,,,,,
QYE NLONG11,2025-12-24,0.00,0.00,100.05,100.05,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.16,,,,,,,,,,,,
QAW NLONG12,2025-12-24,0.00,0.00,105.25,105.25,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE NLONG12,2025-12-24,0.00,0.00,100.44,100.44,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW NLONG13,2025-12-24,0.00,0.00,101.02,101.02,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.90,,,,,,,,,,,,
QYE NLONG13,2025-12-24,0.00,0.00,99.10,99.10,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.90,,,,,,,,,,,,
QAW NLONG14,2025-12-24,0.00,0.00,100.99,100.99,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.05,,,,,,,,,,,,
QYE NLONG14,2025-12-24,0.00,0.00,98.95,98.95,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-1.05,,,,,,,,,,,,
QAW NLONG15,2025-12-24,0.00,0.00,102.65,102.65,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.03,,,,,,,,,,,,
QYE NLONG15,2025-12-24,0.00,0.00,98.97,98.97,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-1.03,,,,,,,,,,,,
QAW NLONG16,2025-12-24,0.00,0.00,102.16,102.16,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.96,,,,,,,,,,,,
QYE NLONG16,2025-12-24,0.00,0.00,99.04,99.04,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.96,,,,,,,,,,,,
QAW NLONG17,2025-12-24,0.00,0.00,101.02,101.02,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.90,,,,,,,,,,,,
QYE NLONG17,2025-12-24,0.00,0.00,99.10,99.10,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.90,,,,,,,,,,,,
QAW NLONG18,2025-12-24,0.00,0.00,100.99,100.99,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.05,,,,,,,,,,,,
QYE NLONG18,2025-12-24,0.00,0.00,98.95,98.95,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-1.05,,,,,,,,,,,,
QAW NLONG19,2025-12-24,0.00,0.00,102.44,102.44,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.03,,,,,,,,,,,,
QYE NLONG19,2025-12-24,0.00,0.00,98.97,98.97,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-1.03,,,,,,,,,,,,
QAW NLONG2,2025-12-24,0.00,0.00,104.10,104.10,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE NLONG2,2025-12-24,0.00,0.00,100.48,100.48,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW NLONG20,2025-12-24,0.00,0.00,101.26,101.26,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.96,,,,,,,,,,,,
QYE NLONG20,2025-12-24,0.00,0.00,99.04,99.04,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.96,,,,,,,,,,,,
QAW NLONG21,2025-12-24,0.00,0.00,100.33,100.33,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.90,,,,,,,,,,,,
QYE NLONG21,2025-12-24,0.00,0.00,99.10,99.10,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.90,,,,,,,,,,,,
QAW NLONG22,2025-12-24,0.00,0.00,99.18,99.18,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.41,,,,,,,,,,,,
QYE NLONG22,2025-12-24,0.00,0.00,98.95,98.95,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-1.05,,,,,,,,,,,,
QAW NLONG23,2025-12-24,0.00,0.00,102.03,102.03,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.92,,,,,,,,,,,,
QYE NLONG23,2025-12-24,0.00,0.00,99.08,99.08,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.92,,,,,,,,,,,,
QAW NLONG24,2025-12-24,0.00,0.00,100.47,100.47,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.01,,,,,,,,,,,,
QYE NLONG24,2025-12-24,0.00,0.00,99.15,99.15,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.85,,,,,,,,,,,,
QAW NLONG3,2025-12-24,0.00,0.00,105.61,105.61,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.16,,,,,,,,,,,,
QYE NLONG3,2025-12-24,0.00,0.00,100.05,100.05,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.16,,,,,,,,,,,,
QAW NLONG4,2025-12-24,0.00,0.00,104.47,104.47,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE NLONG4,2025-12-24,0.00,0.00,100.44,100.44,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW NLONG5,2025-12-24,0.00,0.00,105.92,105.92,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.06,,,,,,,,,,,,
QYE NLONG5,2025-12-24,0.00,0.00,100.19,100.19,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.06,,,,,,,,,,,,
QAW NLONG6,2025-12-24,0.00,0.00,104.14,104.14,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE NLONG6,2025-12-24,0.00,0.00,100.48,100.48,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW NLONG7,2025-12-24,0.00,0.00,105.61,105.61,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.16,,,,,,,,,,,,
QYE NLONG7,2025-12-24,0.00,0.00,100.05,100.05,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.16,,,,,,,,,,,,
QAW NLONG8,2025-12-24,0.00,0.00,104.84,104.84,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE NLONG8,2025-12-24,0.00,0.00,100.44,100.44,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW NLONG9,2025-12-24,0.00,0.00,105.62,105.62,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.06,,,,,,,,,,,,
QYE NLONG9,2025-12-24,0.00,0.00,100.19,100.19,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.06,,,,,,,,,,,,
QAW SLONG1,2025-12-24,0.00,0.00,103.75,103.75,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE SLONG1,2025-12-24,0.00,0.00,100.25,100.25,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW SLONG10,2025-12-24,0.00,0.00,102.72,102.72,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE SLONG10,2025-12-24,0.00,0.00,100.29,100.29,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW SLONG11,2025-12-24,0.00,0.00,100.04,100.04,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.49,,,,,,,,,,,,
QYE SLONG11,2025-12-24,0.00,0.00,98.51,98.51,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-1.49,,,,,,,,,,,,
QAW SLONG12,2025-12-24,0.00,0.00,101.16,101.16,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.78,,,,,,,,,,,,
QYE SLONG12,2025-12-24,0.00,0.00,99.22,99.22,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.78,,,,,,,,,,,,
QAW SLONG13,2025-12-24,0.00,0.00,99.04,99.04,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.20,,,,,,,,,,,,
QYE SLONG13,2025-12-24,0.00,0.00,99.77,99.77,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.73,,,,,,,,,,,,
QAW SLONG14,2025-12-24,0.00,0.00,97.38,97.38,0.00,0.00,229388.78,0.00,228871.02,0.00,-2.62,,,,,,,,,,,,
QYE SLONG14,2025-12-24,0.00,0.00,99.03,99.03,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.97,,,,,,,,,,,,
QAW SLONG15,2025-12-24,0.00,0.00,95.04,95.04,0.00,0.00,229388.78,0.00,228871.02,0.00,-5.22,,,,,,,,,,,,
QYE SLONG15,2025-12-24,0.00,0.00,96.96,96.96,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-3.04,,,,,,,,,,,,
QAW SLONG16,2025-12-24,0.00,0.00,97.39,97.39,0.00,0.00,229388.78,0.00,228871.02,0.00,-2.68,,,,,,,,,,,,
QYE SLONG16,2025-12-24,0.00,0.00,99.09,99.09,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.91,,,,,,,,,,,,
QAW SLONG17,2025-12-24,0.00,0.00,99.04,99.04,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.20,,,,,,,,,,,,
QYE SLONG17,2025-12-24,0.00,0.00,99.77,99.77,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.73,,,,,,,,,,,,
QAW SLONG18,2025-12-24,0.00,0.00,97.38,97.38,0.00,0.00,229388.78,0.00,228871.02,0.00,-2.62,,,,,,,,,,,,
QYE SLONG18,2025-12-24,0.00,0.00,99.03,99.03,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.97,,,,,,,,,,,,
QAW SLONG19,2025-12-24,0.00,0.00,94.72,94.72,0.00,0.00,229388.78,0.00,228871.02,0.00,-5.54,,,,,,,,,,,,
QYE SLONG19,2025-12-24,0.00,0.00,96.96,96.96,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-3.04,,,,,,,,,,,,
QAW SLONG2,2025-12-24,0.00,0.00,102.60,102.60,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE SLONG2,2025-12-24,0.00,0.00,100.29,100.29,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW SLONG20,2025-12-24,0.00,0.00,97.28,97.28,0.00,0.00,229388.78,0.00,228871.02,0.00,-2.79,,,,,,,,,,,,
QYE SLONG20,2025-12-24,0.00,0.00,99.09,99.09,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.91,,,,,,,,,,,,
QAW SLONG21,2025-12-24,0.00,0.00,98.72,98.72,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.52,,,,,,,,,,,,
QYE SLONG21,2025-12-24,0.00,0.00,99.77,99.77,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.73,,,,,,,,,,,,
QAW SLONG22,2025-12-24,0.00,0.00,97.10,97.10,0.00,0.00,229388.78,0.00,228871.02,0.00,-2.90,,,,,,,,,,,,
QYE SLONG22,2025-12-24,0.00,0.00,99.03,99.03,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.97,,,,,,,,,,,,
QAW SLONG23,2025-12-24,0.00,0.00,95.89,95.89,0.00,0.00,229388.78,0.00,228871.02,0.00,-4.38,,,,,,,,,,,,
QYE SLONG23,2025-12-24,0.00,0.00,96.96,96.96,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-3.04,,,,,,,,,,,,
QAW SLONG24,2025-12-24,0.00,0.00,96.68,96.68,0.00,0.00,229388.78,0.00,228871.02,0.00,-3.39,,,,,,,,,,,,
QYE SLONG24,2025-12-24,0.00,0.00,99.08,99.08,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.92,,,,,,,,,,,,
QAW SLONG3,2025-12-24,0.00,0.00,98.99,98.99,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.95,,,,,,,,,,,,
QYE SLONG3,2025-12-24,0.00,0.00,98.51,98.51,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-1.49,,,,,,,,,,,,
QAW SLONG4,2025-12-24,0.00,0.00,101.09,101.09,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.78,,,,,,,,,,,,
QYE SLONG4,2025-12-24,0.00,0.00,99.22,99.22,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.78,,,,,,,,,,,,
QAW SLONG5,2025-12-24,0.00,0.00,102.30,102.30,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE SLONG5,2025-12-24,0.00,0.00,100.25,100.25,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW SLONG6,2025-12-24,0.00,0.00,102.77,102.77,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE SLONG6,2025-12-24,0.00,0.00,100.29,100.29,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
QAW SLONG7,2025-12-24,0.00,0.00,98.88,98.88,0.00,0.00,229388.78,0.00,228871.02,0.00,-1.74,,,,,,,,,,,,
QYE SLONG7,2025-12-24,0.00,0.00,98.51,98.51,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-1.49,,,,,,,,,,,,
QAW SLONG8,2025-12-24,0.00,0.00,100.63,100.63,0.00,0.00,229388.78,0.00,228871.02,0.00,-0.78,,,,,,,,,,,,
QYE SLONG8,2025-12-24,0.00,0.00,99.22,99.22,0.00,0.00,2802851.01,0.00,2803368.77,0.00,-0.78,,,,,,,,,,,,
QAW SLONG9,2025-12-24,0.00,0.00,102.14,102.14,0.00,0.00,229388.78,0.00,228871.02,0.00,0.00,,,,,,,,,,,,
QYE SLONG9,2025-12-24,0.00,0.00,100.25,100.25,0.00,0.00,2802851.01,0.00,2803368.77,0.00,0.00,,,,,,,,,,,,
NLONG1,2025-12-24,0.00,0.00,105.28,105.28,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.06,,,,,,,,,,,,
NLONG10,2025-12-24,0.00,0.00,104.81,104.81,0.00,0.00,3032239.79,0.00,3032239.79,0.00,0.00,,,,,,,,,,,,
NLONG11,2025-12-24,0.00,0.00,105.54,105.54,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.16,,,,,,,,,,,,
NLONG12,2025-12-24,0.00,0.00,105.24,105.24,0.00,0.00,3032239.79,0.00,3032239.79,0.00,0.00,,,,,,,,,,,,
NLONG13,2025-12-24,0.00,0.00,101.02,101.02,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.90,,,,,,,,,,,,
NLONG14,2025-12-24,0.00,0.00,100.98,100.98,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-1.06,,,,,,,,,,,,
NLONG15,2025-12-24,0.00,0.00,102.65,102.65,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-1.02,,,,,,,,,,,,
NLONG16,2025-12-24,0.00,0.00,102.16,102.16,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.96,,,,,,,,,,,,
NLONG17,2025-12-24,0.00,0.00,101.02,101.02,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.90,,,,,,,,,,,,
NLONG18,2025-12-24,0.00,0.00,100.98,100.98,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-1.06,,,,,,,,,,,,
NLONG19,2025-12-24,0.00,0.00,102.44,102.44,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-1.02,,,,,,,,,,,,
NLONG2,2025-12-24,0.00,0.00,104.10,104.10,0.00,0.00,3032239.79,0.00,3032239.79,0.00,0.00,,,,,,,,,,,,
NLONG20,2025-12-24,0.00,0.00,101.25,101.25,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.97,,,,,,,,,,,,
NLONG21,2025-12-24,0.00,0.00,100.32,100.32,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.91,,,,,,,,,,,,
NLONG22,2025-12-24,0.00,0.00,99.18,99.18,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-1.40,,,,,,,,,,,,
NLONG23,2025-12-24,0.00,0.00,102.03,102.03,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.91,,,,,,,,,,,,
NLONG24,2025-12-24,0.00,0.00,100.47,100.47,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-1.01,,,,,,,,,,,,
NLONG3,2025-12-24,0.00,0.00,105.62,105.62,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.16,,,,,,,,,,,,
NLONG4,2025-12-24,0.00,0.00,104.47,104.47,0.00,0.00,3032239.79,0.00,3032239.79,0.00,0.00,,,,,,,,,,,,
NLONG5,2025-12-24,0.00,0.00,105.92,105.92,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.06,,,,,,,,,,,,
NLONG6,2025-12-24,0.00,0.00,104.14,104.14,0.00,0.00,3032239.79,0.00,3032239.79,0.00,0.00,,,,,,,,,,,,
NLONG7,2025-12-24,0.00,0.00,105.62,105.62,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.16,,,,,,,,,,,,
NLONG8,2025-12-24,0.00,0.00,104.84,104.84,0.00,0.00,3032239.79,0.00,3032239.79,0.00,0.00,,,,,,,,,,,,
NLONG9,2025-12-24,0.00,0.00,105.63,105.63,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.05,,,,,,,,,,,,
SLONG1,2025-12-24,0.00,0.00,103.75,103.75,0.00,0.00,3032239.79,0.00,3032239.79,0.00,0.00,,,,,,,,,,,,
SLONG10,2025-12-24,0.00,0.00,102.72,102.72,0.00,0.00,3032239.79,0.00,3032239.79,0.00,0.00,,,,,,,,,,,,
SLONG11,2025-12-24,0.00,0.00,100.04,100.04,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-1.49,,,,,,,,,,,,
SLONG12,2025-12-24,0.00,0.00,101.16,101.16,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-0.78,,,,,,,,,,,,
SLONG13,2025-12-24,0.00,0.00,99.03,99.03,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-1.21,,,,,,,,,,,,
SLONG14,2025-12-24,0.00,0.00,97.37,97.37,0.00,0.00,3032239.79,0.00,3032239.79,0.00,-2.63,,,,,,,,,,,,
