System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,,,,
NLONG14,2025-11-11,3973.90,-4548.61,95.92,95.59,3973.90,0.35,1138272.83,4548.61,1136925.96,4548.61,-4.56,,,,
NLONG15,2025-11-11,16797.66,-5009.06,96.22,94.82,16797.66,1.48,1138272.83,5009.06,1136925.96,5009.06,-5.59,,,,
NLONG16,2025-11-11,18025.21,-3092.99,98.97,97.43,18025.21,1.58,1138272.83,3092.99,1136925.96,3092.99,-2.94,,,,
NLONG17,2025-11-11,3973.90,-3204.39,95.81,95.48,3973.90,0.35,1138272.83,3204.39,1136925.96,3204.39,-4.67,,,,
NLONG18,2025-11-11,3973.90,-4548.61,96.01,95.68,3973.90,0.35,1138272.83,4548.61,1136925.96,4548.61,-4.47,,,,
NLONG19,2025-11-11,17641.13,-5009.06,97.60,96.11,17641.13,1.55,1138272.83,5009.06,1136925.96,5009.06,-4.24,,,,
NLONG2,2025-11-11,-4892.92,-5568.94,100.68,101.11,-4892.92,-0.43,1138272.83,5568.94,1136925.96,5568.94,-1.08,,,,
NLONG20,2025-11-11,18868.67,-3092.99,99.48,97.86,18868.67,1.66,1138272.83,3092.99,1136925.96,3092.99,-2.58,,,,
NLONG21,2025-11-11,2082.79,-2182.91,95.29,95.12,2082.79,0.18,1138272.83,2182.91,1136925.96,2182.91,-4.97,,,,
NLONG22,2025-11-11,2082.79,-2784.47,94.99,94.82,2082.79,0.18,1138272.83,2784.47,1136925.96,2784.47,-5.28,,,,
NLONG23,2025-11-11,-7861.80,-5009.06,95.91,96.58,-7861.80,-0.69,1138272.83,5009.06,1136925.96,5009.06,-4.49,,,,
NLONG24,2025-11-11,-6793.72,-3092.99,96.44,97.02,-6793.72,-0.60,1138272.83,3092.99,1136925.96,3092.99,-3.56,,,,
NLONG3,2025-11-11,-12510.60,4495.77,97.15,98.23,-12510.60,-1.10,1138272.83,-4495.77,1136925.96,-4495.77,-3.91,,,,
NLONG4,2025-11-11,-6489.11,-4343.54,95.97,96.52,-6489.11,-0.57,1138272.83,4343.54,1136925.96,4343.54,-4.03,,,,
NLONG5,2025-11-11,-7750.71,4495.77,103.68,104.39,-7750.71,-0.68,1138272.83,-4495.77,1136925.96,-4495.77,-1.69,,,,
NLONG6,2025-11-11,-4892.92,-5568.94,100.45,100.88,-4892.92,-0.43,1138272.83,5568.94,1136925.96,5568.94,-1.37,,,,
NLONG7,2025-11-11,-11776.24,4495.77,96.94,97.95,-11776.24,-1.03,1138272.83,-4495.77,1136925.96,-4495.77,-5.63,,,,
NLONG8,2025-11-11,-6479.64,-4343.54,96.81,97.36,-6479.64,-0.57,1138272.83,4343.54,1136925.96,4343.54,-4.48,,,,
NLONG9,2025-11-11,-8111.53,3670.27,101.80,102.53,-8111.53,-0.71,1138272.83,-3670.27,1136925.96,-3670.27,-2.11,,,,
SLONG1,2025-11-11,-10072.23,2495.51,98.65,99.53,-10072.23,-0.88,1138272.83,-2495.51,1136925.96,-2495.51,-3.37,,,,
SLONG10,2025-11-11,-5949.33,-1928.65,99.17,99.69,-5949.33,-0.52,1138272.83,1928.65,1136925.96,1928.65,-3.80,,,,
SLONG11,2025-11-11,283.05,1224.20,103.17,103.14,283.05,0.02,1138272.83,-1224.20,1136925.96,-1224.20,-2.94,,,,
SLONG12,2025-11-11,0.00,-1535.53,99.08,99.08,0.00,0.00,1138272.83,1535.53,1136925.96,1535.53,-4.87,,,,
SLONG13,2025-11-11,5948.93,-1653.37,100.77,100.25,5948.93,0.52,1138272.83,1653.37,1136925.96,1653.37,-1.75,,,,
SLONG14,2025-11-11,5948.93,-1928.65,99.69,99.17,5948.93,0.52,1138272.83,1928.65,1136925.96,1928.65,-2.22,,,,
SLONG15,2025-11-11,5948.93,-2559.42,104.49,103.95,5948.93,0.52,1138272.83,2559.42,1136925.96,2559.42,0.00,,,,
SLONG16,2025-11-11,5948.93,-1535.53,104.45,103.91,5948.93,0.52,1138272.83,1535.53,1136925.96,1535.53,-1.39,,,,
SLONG17,2025-11-11,5948.93,-1653.37,100.05,99.53,5948.93,0.52,1138272.83,1653.37,1136925.96,1653.37,-1.39,,,,
SLONG18,2025-11-11,5948.93,-1928.65,99.49,98.97,5948.93,0.52,1138272.83,1928.65,1136925.96,1928.65,-1.77,,,,
SLONG19,2025-11-11,5864.58,-2559.42,105.91,105.37,5864.58,0.52,1138272.83,2559.42,1136925.96,2559.42,0.00,,,,
SLONG2,2025-11-11,-5669.26,-1928.65,99.07,99.57,-5669.26,-0.50,1138272.83,1928.65,1136925.96,1928.65,-3.81,,,,
SLONG20,2025-11-11,5924.83,-1535.53,104.51,103.97,5924.83,0.52,1138272.83,1535.53,1136925.96,1535.53,-1.25,,,,
SLONG21,2025-11-11,3634.88,-1653.37,99.22,98.90,3634.88,0.32,1138272.83,1653.37,1136925.96,1653.37,-1.22,,,,
SLONG22,2025-11-11,3634.88,-1928.65,97.89,97.58,3634.88,0.32,1138272.83,1928.65,1136925.96,1928.65,-2.30,,,,
SLONG23,2025-11-11,414.57,-2327.88,99.03,98.99,414.57,0.04,1138272.83,2327.88,1136925.96,2327.88,-1.38,,,,
SLONG24,2025-11-11,414.57,-1339.64,99.28,99.24,414.57,0.04,1138272.83,1339.64,1136925.96,1339.64,-2.24,,,,
SLONG3,2025-11-11,-9164.99,4798.40,102.69,103.52,-9164.99,-0.81,1138272.83,-4798.40,1136925.96,-4798.40,-4.54,,,,
SLONG4,2025-11-11,-5669.26,-1535.53,99.01,99.51,-5669.26,-0.50,1138272.83,1535.53,1136925.96,1535.53,-4.89,,,,
SLONG5,2025-11-11,-10072.23,1040.25,99.42,100.31,-10072.23,-0.88,1138272.83,-1040.25,1136925.96,-1040.25,-2.91,,,,
SLONG6,2025-11-11,-5669.26,-1928.65,99.46,99.96,-5669.26,-0.50,1138272.83,1928.65,1136925.96,1928.65,-3.30,,,,
SLONG7,2025-11-11,-8417.92,1040.25,104.44,105.22,-8417.92,-0.74,1138272.83,-1040.25,1136925.96,-1040.25,-3.61,,,,
SLONG8,2025-11-11,-5844.90,-1535.53,98.70,99.21,-5844.90,-0.51,1138272.83,1535.53,1136925.96,1535.53,-5.09,,,,
SLONG9,2025-11-11,-8921.50,1621.88,99.79,100.58,-8921.50,-0.78,1138272.83,-1621.88,1136925.96,-1621.88,-3.52,,,,
Large Cap Stock Holdings,2025-11-11,18744196.80,0.00,99.48,98.44,196514.40,1.06,18547682.40,18547682.40,18458607.60,89074.80,-4.50,,,,
Liquidbees Stock Holdings,2025-11-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Liquidcase Stock Holdings,2025-11-11,5679991.68,0.00,102.09,102.08,510.24,0.01,5679481.44,5679481.44,5678460.96,1020.48,0.00,,,,
Small Cap Stock Holdings,2025-11-11,27002296.00,0.00,98.38,97.22,317602.00,1.19,26684694.00,26684694.00,26754290.00,-69596.00,-5.95,,,,
Debt Stock Holdings,2025-11-11,5679991.68,0.00,102.08,102.07,510.24,0.01,5679481.44,5679481.44,5678460.96,1020.48,0.00,,,,
Equity Stock Holdings,2025-11-11,45746492.80,0.00,98.75,97.64,514116.40,1.14,45232376.40,45232376.40,45212897.60,19478.80,-5.44,,,,
Stock Holdings,2025-11-11,51426484.48,0.00,98.92,97.93,514626.64,1.01,50911857.84,50911857.84,50891358.56,20499.28,-4.94,,,,
Miscellaneous P&L,2025-11-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-11-11,-2815.66,2331.88,100.00,100.00,-2815.66,0.00,0.00,-2331.88,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-11-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-11-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-11-11,-2815.66,2331.88,100.00,100.00,-2815.66,0.00,0.00,-2331.88,0.00,0.00,0.00,,,,
MCX Tax,2025-11-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-11-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-11-11,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NPSAR,2025-11-11,3476797.38,-7893.15,105.98,105.74,61978.87,0.23,27318548.08,3422711.67,27286223.13,11933.78,0.00,,,,
SPSAR,2025-11-11,3438817.20,-1052.48,105.70,105.61,23998.69,0.09,27318548.08,3415870.99,27286223.13,5093.10,0.00,,,,
NLONG,2025-11-11,571.73,-49193.35,97.83,97.83,571.73,0.00,27318547.92,49193.35,27286223.04,49193.35,-2.89,,,,
SLONG,2025-11-11,-19585.94,-20775.53,100.75,100.82,-19585.94,-0.07,27318547.92,20775.53,27286223.04,20775.53,-1.24,,,,
PSAR,2025-11-11,6915614.58,-8945.63,105.84,105.68,85977.56,0.16,54637096.16,6838582.66,54572446.26,17026.88,0.00,,,,
LONG,2025-11-11,-19014.21,-69968.88,98.30,98.34,-19014.21,-0.03,54637095.84,69968.88,54572446.08,69968.88,-2.20,,,,
Total Portfolio Value,2025-11-11,6893784.71,-76582.63,103.70,103.58,64147.69,0.12,54637096.00,6906219.66,54572446.00,84663.88,-0.45,,,,
Zerodha Total Portfolio,2025-11-11,55248442.33,0.00,102.67,101.59,578774.33,1.06,54669668.00,54669668.00,54564504.84,105163.16,-2.17,,,,
NPSAR1,2025-11-12,183426.59,4773.51,101.42,101.98,-8489.06,-0.55,1535325.21,187142.14,1517697.12,-2570.00,-2.86,,,,
NPSAR10,2025-11-12,442047.71,4451.18,108.45,108.13,10237.50,0.30,3454481.69,427359.03,3414818.50,506.72,0.00,,,,
NPSAR11,2025-11-12,442047.71,-6118.99,107.76,107.44,10237.50,0.30,3454481.69,437929.20,3414818.50,11076.89,0.00,,,,
NPSAR12,2025-11-12,442047.71,-9591.22,108.22,107.90,10237.50,0.30,3454481.69,441401.43,3414818.50,14549.12,0.00,,,,
NPSAR13,2025-11-12,440910.31,-9591.22,106.63,106.35,9100.10,0.26,3454481.69,441401.43,3414818.50,14549.12,0.00,,,,
NPSAR2,2025-11-12,186906.64,3438.21,104.61,104.95,-5009.01,-0.33,1535325.21,188477.44,1517697.12,-1234.70,-0.49,,,,
NPSAR3,2025-11-12,197034.40,3743.98,104.54,104.19,5118.75,0.33,1535325.21,188171.67,1517697.12,-1540.47,0.00,,,,
NPSAR4,2025-11-12,197034.40,-1219.16,106.05,105.70,5118.75,0.33,1535325.21,193134.81,1517697.12,3422.67,0.00,,,,
NPSAR5,2025-11-12,197034.40,-3623.87,105.01,104.66,5118.75,0.33,1535325.21,195539.52,1517697.12,5827.38,0.00,,,,
NPSAR6,2025-11-12,197034.40,-3623.87,104.30,103.95,5118.75,0.33,1535325.21,195539.52,1517697.12,5827.38,0.00,,,,
NPSAR7,2025-11-12,197034.40,-2083.84,104.33,103.98,5118.75,0.33,1535325.21,193999.49,1517697.12,4287.35,0.00,,,,
NPSAR8,2025-11-12,197034.40,-2083.84,105.11,104.76,5118.75,0.33,1535325.21,193999.49,1517697.12,4287.35,-0.31,,,,
NPSAR9,2025-11-12,197034.40,-786.55,106.88,106.52,5118.75,0.33,1535325.21,192702.20,1517697.12,2990.06,0.00,,,,
SPSAR1,2025-11-12,182220.30,5063.51,103.31,103.97,-9695.35,-0.63,1535325.21,186852.14,1517697.12,-2860.00,-1.43,,,,
SPSAR10,2025-11-12,437034.21,9910.78,108.15,107.99,5224.00,0.15,3454481.69,421899.43,3414818.50,-4952.88,0.00,,,,
SPSAR11,2025-11-12,437034.21,3056.52,104.60,104.44,5224.00,0.15,3454481.69,428753.69,3414818.50,1901.38,-0.02,,,,
SPSAR12,2025-11-12,436122.21,-5470.62,107.47,107.34,4312.00,0.12,3454481.69,437280.83,3414818.50,10428.52,0.00,,,,
SPSAR13,2025-11-12,435649.18,-6857.58,108.01,107.89,3838.97,0.11,3454481.69,438667.79,3414818.50,11815.48,0.00,,,,
SPSAR2,2025-11-12,186724.62,5063.51,104.39,104.74,-5191.03,-0.34,1535325.21,186852.14,1517697.12,-2860.00,-0.69,,,,
SPSAR3,2025-11-12,196974.65,4711.84,104.76,104.42,5059.00,0.33,1535325.21,187203.81,1517697.12,-2508.33,-0.01,,,,
SPSAR4,2025-11-12,195642.65,1620.99,108.04,107.78,3727.00,0.24,1535325.21,190294.66,1517697.12,582.52,0.00,,,,
SPSAR5,2025-11-12,195642.65,-589.49,105.07,104.82,3727.00,0.24,1535325.21,192505.14,1517697.12,2793.00,-0.24,,,,
SPSAR6,2025-11-12,195013.65,-409.49,104.87,104.66,3098.00,0.20,1535325.21,192325.14,1517697.12,2613.00,-0.61,,,,
SPSAR7,2025-11-12,195013.65,-409.49,103.79,103.58,3098.00,0.20,1535325.21,192325.14,1517697.12,2613.00,0.00,,,,
SPSAR8,2025-11-12,194527.65,-124.49,102.41,102.24,2612.00,0.17,1535325.21,192040.14,1517697.12,2328.00,-0.74,,,,
SPSAR9,2025-11-12,194071.65,98.51,104.46,104.31,2156.00,0.14,1535325.21,191817.14,1517697.12,2105.00,-0.27,,,,
NLONG1,2025-11-12,-1695.52,7750.71,101.84,101.99,-1695.52,-0.15,1151493.90,-7750.71,1138272.83,-7750.71,-1.83,,,,
NLONG10,2025-11-12,0.00,5484.64,99.37,99.37,0.00,0.00,1151493.90,-5484.64,1138272.83,-5484.64,-3.56,,,,
NLONG11,2025-11-12,0.00,27.58,96.50,96.50,0.00,0.00,1151493.90,-27.58,1138272.83,-27.58,-4.68,,,,
NLONG12,2025-11-12,0.00,0.00,97.92,97.92,0.00,0.00,1151493.90,0.00,1138272.83,0.00,-3.46,,,,
NLONG13,2025-11-12,6332.26,-3973.90,96.55,96.02,6332.26,0.55,1151493.90,3973.90,1138272.83,3973.90,-3.93,,,,
NLONG14,2025-11-12,6048.88,-3973.90,96.42,95.92,6048.88,0.53,1151493.90,3973.90,1138272.83,3973.90,-4.06,,,,
NLONG15,2025-11-12,0.00,-16797.66,96.22,96.22,0.00,0.00,1151493.90,16797.66,1138272.83,16797.66,-5.59,,,,
NLONG16,2025-11-12,5035.99,-18025.21,99.40,98.97,5035.99,0.44,1151493.90,18025.21,1138272.83,18025.21,-2.52,,,,
NLONG17,2025-11-12,6332.26,-3973.90,96.34,95.81,6332.26,0.55,1151493.90,3973.90,1138272.83,3973.90,-4.14,,,,
NLONG18,2025-11-12,6048.88,-3973.90,96.51,96.01,6048.88,0.53,1151493.90,3973.90,1138272.83,3973.90,-3.97,,,,
NLONG19,2025-11-12,0.00,-17641.13,97.60,97.60,0.00,0.00,1151493.90,17641.13,1138272.83,17641.13,-4.24,,,,
NLONG2,2025-11-12,0.00,4892.92,100.68,100.68,0.00,0.00,1151493.90,-4892.92,1138272.83,-4892.92,-1.08,,,,
NLONG20,2025-11-12,5035.99,-18868.67,99.92,99.48,5035.99,0.44,1151493.90,18868.67,1138272.83,18868.67,-2.14,,,,
NLONG21,2025-11-12,5891.78,-2082.79,95.78,95.29,5891.78,0.51,1151493.90,2082.79,1138272.83,2082.79,-4.48,,,,
NLONG22,2025-11-12,5645.69,-2082.79,95.46,94.99,5645.69,0.49,1151493.90,2082.79,1138272.83,2082.79,-4.82,,,,
NLONG23,2025-11-12,0.00,7861.80,95.91,95.91,0.00,0.00,1151493.90,-7861.80,1138272.83,-7861.80,-4.49,,,,
NLONG24,2025-11-12,0.00,6793.72,96.44,96.44,0.00,0.00,1151493.90,-6793.72,1138272.83,-6793.72,-3.56,,,,
NLONG3,2025-11-12,0.00,12510.60,97.15,97.15,0.00,0.00,1151493.90,-12510.60,1138272.83,-12510.60,-3.91,,,,
NLONG4,2025-11-12,0.00,6489.11,95.97,95.97,0.00,0.00,1151493.90,-6489.11,1138272.83,-6489.11,-4.03,,,,
NLONG5,2025-11-12,-1695.52,7750.71,103.53,103.68,-1695.52,-0.15,1151493.90,-7750.71,1138272.83,-7750.71,-1.83,,,,
NLONG6,2025-11-12,0.00,4892.92,100.45,100.45,0.00,0.00,1151493.90,-4892.92,1138272.83,-4892.92,-1.37,,,,
NLONG7,2025-11-12,0.00,11776.24,96.94,96.94,0.00,0.00,1151493.90,-11776.24,1138272.83,-11776.24,-5.63,,,,
NLONG8,2025-11-12,0.00,6479.64,96.81,96.81,0.00,0.00,1151493.90,-6479.64,1138272.83,-6479.64,-4.48,,,,
NLONG9,2025-11-12,-2031.64,8111.53,101.62,101.80,-2031.64,-0.18,1151493.90,-8111.53,1138272.83,-8111.53,-2.28,,,,
SLONG1,2025-11-12,-2575.13,10072.23,98.43,98.65,-2575.13,-0.22,1151493.90,-10072.23,1138272.83,-10072.23,-3.59,,,,
SLONG10,2025-11-12,0.00,5949.33,99.17,99.17,0.00,0.00,1151493.90,-5949.33,1138272.83,-5949.33,-3.80,,,,
SLONG11,2025-11-12,0.00,-283.05,103.17,103.17,0.00,0.00,1151493.90,283.05,1138272.83,283.05,-2.94,,,,
SLONG12,2025-11-12,0.00,0.00,99.08,99.08,0.00,0.00,1151493.90,0.00,1138272.83,0.00,-4.87,,,,
SLONG13,2025-11-12,11167.88,-5948.93,101.75,100.77,11167.88,0.97,1151493.90,5948.93,1138272.83,5948.93,-0.79,,,,
SLONG14,2025-11-12,10704.53,-5948.93,100.62,99.69,10704.53,0.93,1151493.90,5948.93,1138272.83,5948.93,-1.30,,,,
SLONG15,2025-11-12,12999.40,-5948.93,105.67,104.49,12999.40,1.13,1151493.90,5948.93,1138272.83,5948.93,0.00,,,,
SLONG16,2025-11-12,10937.20,-5948.93,105.44,104.45,10937.20,0.95,1151493.90,5948.93,1138272.83,5948.93,-0.45,,,,
SLONG17,2025-11-12,11167.88,-5948.93,101.02,100.05,11167.88,0.97,1151493.90,5948.93,1138272.83,5948.93,-0.43,,,,
SLONG18,2025-11-12,10704.53,-5948.93,100.41,99.49,10704.53,0.93,1151493.90,5948.93,1138272.83,5948.93,-0.86,,,,
SLONG19,2025-11-12,12999.40,-5864.58,107.11,105.91,12999.40,1.13,1151493.90,5864.58,1138272.83,5864.58,0.00,,,,
SLONG2,2025-11-12,0.00,5669.26,99.07,99.07,0.00,0.00,1151493.90,-5669.26,1138272.83,-5669.26,-3.81,,,,
SLONG20,2025-11-12,10937.20,-5924.83,105.50,104.51,10937.20,0.95,1151493.90,5924.83,1138272.83,5924.83,-0.31,,,,
SLONG21,2025-11-12,10515.56,-3634.88,100.13,99.22,10515.56,0.91,1151493.90,3634.88,1138272.83,3634.88,-0.32,,,,
SLONG22,2025-11-12,10207.32,-3634.88,98.76,97.89,10207.32,0.89,1151493.90,3634.88,1138272.83,3634.88,-1.43,,,,
SLONG23,2025-11-12,10255.38,-414.57,99.91,99.03,10255.38,0.89,1151493.90,414.57,1138272.83,414.57,-0.51,,,,
SLONG24,2025-11-12,8318.46,-414.57,100.00,99.28,8318.46,0.72,1151493.90,414.57,1138272.83,414.57,-1.54,,,,
SLONG3,2025-11-12,-2531.38,9164.99,102.46,102.69,-2531.38,-0.22,1151493.90,-9164.99,1138272.83,-9164.99,-4.75,,,,
SLONG4,2025-11-12,0.00,5669.26,99.01,99.01,0.00,0.00,1151493.90,-5669.26,1138272.83,-5669.26,-4.89,,,,
SLONG5,2025-11-12,-2575.13,10072.23,99.20,99.42,-2575.13,-0.22,1151493.90,-10072.23,1138272.83,-10072.23,-3.13,,,,
SLONG6,2025-11-12,0.00,5669.26,99.46,99.46,0.00,0.00,1151493.90,-5669.26,1138272.83,-5669.26,-3.30,,,,
SLONG7,2025-11-12,-2531.38,8417.92,104.21,104.44,-2531.38,-0.22,1151493.90,-8417.92,1138272.83,-8417.92,-3.82,,,,
SLONG8,2025-11-12,0.00,5844.90,98.70,98.70,0.00,0.00,1151493.90,-5844.90,1138272.83,-5844.90,-5.09,,,,
SLONG9,2025-11-12,-2575.13,8921.50,99.57,99.79,-2575.13,-0.22,1151493.90,-8921.50,1138272.83,-8921.50,-3.73,,,,
Large Cap Stock Holdings,2025-11-12,18902354.00,0.00,100.32,99.48,158157.20,0.84,18744196.80,18744196.80,18547682.40,196514.40,-3.70,,,,
Liquidbees Stock Holdings,2025-11-12,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Liquidcase Stock Holdings,2025-11-12,5681012.16,0.00,102.11,102.09,1020.48,0.02,5679991.68,5679991.68,5679481.44,510.24,0.00,,,,
Small Cap Stock Holdings,2025-11-12,27408316.00,0.00,99.86,98.38,406020.00,1.50,27002296.00,27002296.00,26684694.00,317602.00,-4.53,,,,
Debt Stock Holdings,2025-11-12,5681012.16,0.00,102.10,102.08,1020.48,0.02,5679991.68,5679991.68,5679481.44,510.24,0.00,,,,
Equity Stock Holdings,2025-11-12,46310670.00,0.00,99.96,98.75,564177.20,1.23,45746492.80,45746492.80,45232376.40,514116.40,-4.28,,,,
Stock Holdings,2025-11-12,51991682.16,0.00,100.01,98.92,565197.68,1.10,51426484.48,51426484.48,50911857.84,514626.64,-3.89,,,,
Miscellaneous P&L,2025-11-12,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-11-12,-1578.27,2815.66,100.00,100.00,-1578.27,0.00,0.00,-2815.66,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-11-12,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-11-12,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-11-12,-1578.27,2815.66,100.00,100.00,-1578.27,0.00,0.00,-2815.66,0.00,0.00,0.00,,,,
MCX Tax,2025-11-12,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-11-12,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-11-12,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NPSAR,2025-11-12,3516627.49,-22315.66,106.22,105.98,62145.78,0.22,27635853.65,3476797.38,27318548.08,61978.87,0.00,,,,
SPSAR,2025-11-12,3481671.30,15664.52,105.80,105.70,27189.59,0.10,27635853.65,3438817.20,27318548.08,23998.69,0.00,,,,
NLONG,2025-11-12,40949.05,-571.73,97.97,97.83,40949.05,0.15,27635853.60,571.73,27318547.92,571.73,-2.75,,,,
SLONG,2025-11-12,118126.59,19585.94,101.18,100.75,118126.59,0.43,27635853.60,-19585.94,27318547.92,-19585.94,-0.82,,,,
PSAR,2025-11-12,6998298.78,-6651.15,106.01,105.84,89335.37,0.16,55271707.30,6915614.58,54637096.16,85977.56,0.00,,,,
LONG,2025-11-12,159075.64,19014.21,98.59,98.30,159075.64,0.29,55271707.20,-19014.21,54637095.84,-19014.21,-1.92,,,,
Total Portfolio Value,2025-11-12,7155796.15,15178.72,104.17,103.70,246832.74,0.45,55271707.00,6893784.71,54637096.00,64147.69,0.00,,,,
Zerodha Total Portfolio,2025-11-12,56060472.75,0.00,104.18,102.67,812030.42,1.47,55248442.33,55248442.33,54669668.00,578774.33,-0.73,,,,
NPSAR1,2025-11-13,193180.73,10984.14,101.34,101.42,-1230.00,-0.08,1555285.82,183426.59,1535325.21,-8489.06,-2.94,,,,
NPSAR10,2025-11-13,435961.63,-4623.58,108.40,108.45,-1462.50,-0.04,3499393.06,442047.71,3454481.69,10237.50,-0.05,,,,
NPSAR11,2025-11-13,436765.00,-4623.58,107.74,107.76,-659.13,-0.02,3499393.06,442047.71,3454481.69,10237.50,-0.02,,,,
NPSAR12,2025-11-13,428486.46,-4623.58,107.94,108.22,-8937.67,-0.26,3499393.06,442047.71,3454481.69,10237.50,-0.26,,,,
NPSAR13,2025-11-13,437002.81,-3486.18,106.62,106.63,-421.32,-0.01,3499393.06,440910.31,3454481.69,9100.10,-0.01,,,,
NPSAR2,2025-11-13,193431.98,7504.09,104.54,104.61,-978.75,-0.06,1555285.82,186906.64,1535325.21,-5009.01,-0.55,,,,
NPSAR3,2025-11-13,193679.48,-2623.67,104.49,104.54,-731.25,-0.05,1555285.82,197034.40,1535325.21,5118.75,-0.05,,,,
NPSAR4,2025-11-13,193679.48,-2623.67,106.00,106.05,-731.25,-0.05,1555285.82,197034.40,1535325.21,5118.75,-0.05,,,,
NPSAR5,2025-11-13,193679.48,-2623.67,104.96,105.01,-731.25,-0.05,1555285.82,197034.40,1535325.21,5118.75,-0.05,,,,
NPSAR6,2025-11-13,193679.48,-2623.67,104.25,104.30,-731.25,-0.05,1555285.82,197034.40,1535325.21,5118.75,-0.05,,,,
NPSAR7,2025-11-13,193679.48,-2623.67,104.28,104.33,-731.25,-0.05,1555285.82,197034.40,1535325.21,5118.75,-0.05,,,,
NPSAR8,2025-11-13,193679.48,-2623.67,105.06,105.11,-731.25,-0.05,1555285.82,197034.40,1535325.21,5118.75,-0.36,,,,
NPSAR9,2025-11-13,193679.48,-2623.67,106.83,106.88,-731.25,-0.05,1555285.82,197034.40,1535325.21,5118.75,-0.05,,,,
SPSAR1,2025-11-13,196069.98,12190.43,103.42,103.31,1659.25,0.11,1555285.82,182220.30,1535325.21,-9695.35,-1.33,,,,
SPSAR10,2025-11-13,435355.94,389.92,108.09,108.15,-2068.19,-0.06,3499393.06,437034.21,3454481.69,5224.00,-0.06,,,,
SPSAR11,2025-11-13,439385.93,389.92,104.66,104.60,1961.80,0.06,3499393.06,437034.21,3454481.69,5224.00,0.00,,,,
SPSAR12,2025-11-13,436455.51,1301.92,107.44,107.47,-968.62,-0.03,3499393.06,436122.21,3454481.69,4312.00,-0.03,,,,
SPSAR13,2025-11-13,442800.33,1774.95,108.18,108.01,5376.20,0.15,3499393.06,435649.18,3454481.69,3838.97,0.00,,,,
SPSAR2,2025-11-13,195133.39,7686.11,104.44,104.39,722.66,0.05,1555285.82,186724.62,1535325.21,-5191.03,-0.65,,,,
SPSAR3,2025-11-13,193841.66,-2563.92,104.72,104.76,-569.07,-0.04,1555285.82,196974.65,1535325.21,5059.00,-0.05,,,,
SPSAR4,2025-11-13,193585.68,-1231.92,107.98,108.04,-825.05,-0.05,1555285.82,195642.65,1535325.21,3727.00,-0.06,,,,
SPSAR5,2025-11-13,193585.68,-1231.92,105.01,105.07,-825.05,-0.05,1555285.82,195642.65,1535325.21,3727.00,-0.29,,,,
SPSAR6,2025-11-13,193511.69,-602.92,104.81,104.87,-899.04,-0.06,1555285.82,195013.65,1535325.21,3098.00,-0.66,,,,
SPSAR7,2025-11-13,193511.69,-602.92,103.73,103.79,-899.04,-0.06,1555285.82,195013.65,1535325.21,3098.00,-0.06,,,,
SPSAR8,2025-11-13,193458.70,-116.92,102.35,102.41,-952.03,-0.06,1555285.82,194527.65,1535325.21,2612.00,-0.79,,,,
SPSAR9,2025-11-13,193417.71,339.08,104.39,104.46,-993.02,-0.06,1555285.82,194071.65,1535325.21,2156.00,-0.33,,,,
NLONG1,2025-11-13,0.00,1695.52,101.84,101.84,0.00,0.00,1166464.35,-1695.52,1151493.90,-1695.52,-1.83,,,,
NLONG10,2025-11-13,-3366.01,0.00,99.08,99.37,-3366.01,-0.29,1166464.35,0.00,1151493.90,0.00,-3.84,,,,
NLONG11,2025-11-13,0.00,0.00,96.50,96.50,0.00,0.00,1166464.35,0.00,1151493.90,0.00,-4.68,,,,
